0.0 0 0 0.98329 0.0 
1.5 4.5953278967147693e-10 4.08782683598231e-12 0.9831369906061755 0.017492577687321445 
2.5 1.8379808636680627e-09 2.4525494504213043e-11 0.982678012468029 0.034979711412229116 
3.5 4.13489340014605e-09 7.765697857460731e-11 0.981913215694494 0.052455959165249824 
4.5 7.349519240019478e-09 1.798145272291891e-10 0.9808428503969858 0.0699158828417471 
5.5 1.1480807202779994e-08 3.4731280540694794e-10 0.9794672665842439 0.08735405019172948 
6.5 1.6527406528323907e-08 5.964430483464811e-10 0.9777869140152174 0.1047650367665297 
7.5 2.2487667444466238e-08 9.434672276444046e-10 0.9758023420101022 0.12214342786131642 
8.5 2.9359641859730766e-08 1.4046122329350241e-09 0.9735141992196639 0.13948382045240468 
9.5 3.7141084180914884e-08 1.996064072281178e-09 0.9709232333530159 0.15678082512833616 
10.5 4.582945225483855e-08 2.7339620943475367e-09 0.9680302908640475 0.17402906801370654 
11.5 5.5421908433597776e-08 3.6343932354059794e-09 0.9648363165967293 0.19122319268472457 
12.5 6.591532076255536e-08 4.713386294198026e-09 0.9613423533895515 0.2083578620754957 
13.5 7.730626429021462e-08 5.986906237651707e-09 0.9575495416393786 0.22542776037403223 
14.5 8.959102249903622e-08 7.470848540419761e-09 0.9534591188250336 0.24242759490700194 
15.5 1.0276558885617375e-07 9.181033561172697e-09 0.9490724189909547 0.2593520980122387 
16.5 1.168256684830204e-07 1.1133200958544142e-08 0.9443908721912903 0.27619602889805 
17.5 1.317666799423776e-07 1.3343004149587005e-08 0.9394160038948302 0.29295417548837 
18.5 1.4758375714197635e-07 1.5826004813557444e-08 0.9341494343511956 0.3096213562528195 
19.5 1.6427175135300328e-07 1.8597667443799526e-08 0.9285928779187358 0.3261924220207505 
20.5 1.8182523334220682e-07 2.167335395045674e-08 0.9227481423546063 0.3426622577783667 
21.5 2.002384956160843e-07 2.5068318316687473e-08 0.9166171280675282 0.3590257844480289 
22.5 2.195055547755772e-07 2.8797701311010022e-08 0.9102018273337513 0.3752779606488714 
23.5 2.396201539796314e-07 3.2876525258348994e-08 0.9035043234767698 0.39141378443787256 
24.5 2.6057576551591e-07 3.731968887229891e-08 0.896526790011358 0.40742829503054184 
25.5 2.8236559347687956e-07 4.2141962151062816e-08 0.889271489752522 0.4233165745004056 
26.5 3.0498257653942684e-07 4.735798133946361e-08 0.8817407738899775 0.4390737494564925 
27.5 3.2841939084609966e-07 5.2982243959363676e-08 0.8739370810287912 0.4546949926980413 
28.5 3.5266845298600685e-07 5.902910391076472e-08 0.8658629361968384 0.47017552484567443 
29.5 3.7772192307335455e-07 6.551276664579406e-08 0.8575209498197515 0.48551061594830275 
30.5 4.035717079215407e-07 7.24472844177165e-08 0.8489138166640495 0.5006955870650492 
31.5 4.302094643106781e-07 7.984655160704206e-08 0.8400443147491605 0.5157258118215023 
32.5 4.5762660234636544e-07 8.772430012672996e-08 0.8309153042290602 0.5305967179396328 
33.5 4.858142889074804e-07 9.609409490841783e-08 0.8215297262442698 0.5453037887407318 
34.5 5.147634511807215e-07 1.0496932947153209e-07 0.8118906017449689 0.5598425646207522 
35.5 5.444647802795867e-07 1.1436322157706238e-07 0.8020010302859941 0.5742086444974596 
36.5 5.749087349454356e-07 1.242888089677078e-07 0.7918641887945067 0.5883976872288242 
37.5 6.060855453282455e-07 1.3475894519602733e-07 0.7814833303111238 0.6024054130021109 
38.5 6.37985216844639e-07 1.457862955421504e-07 0.7708617827053217 0.6162276046931474 
39.5 6.705975341107303e-07 1.5738333302252665e-07 0.7600029473659266 0.6298601091952806 
40.5 7.039120649473061e-07 1.6956233449111668e-07 0.7489102978675202 0.6432988387175523 
41.5 7.379181644548356e-07 1.8233537683434695e-07 0.7375873786135948 0.6565397720516551 
42.5 7.726049791557791e-07 1.9571433326107463e-07 0.7260378034573 0.6695789558072526 
43.5 8.079614512016439e-07 2.09710869688729e-07 0.7142652543006301 0.6824125056152759 
44.5 8.439763226422219e-07 2.2433644122671754e-07 0.7022734796729085 0.6950366072988349 
45.5 8.806381397544266e-07 2.396022887581066e-07 0.6900662932894258 0.7074475180114066 
46.5 9.17935257428135e-07 2.5551943562050745e-07 0.677647572591098 0.7196415673419916 
47.5 9.55855843606434e-07 2.720986843870206e-07 0.6650212572660097 0.7316151583869541 
48.5 9.943878837776584e-07 2.893506137480129e-07 0.6521913477537122 0.7433647687882887 
49.5 1.0335191855166128e-06 3.072855754944249e-07 0.6391619037331456 0.7548869517380802 
50.5 1.0732373830723577e-06 3.259136916032274e-07 0.6259370425950553 0.7661783369489509 
51.5 1.11352994199995e-06 3.452448514255712e-07 0.6125209378997744 0.7772356315903152 
52.5 1.154384163833528e-06 3.6528870897809704e-07 0.5989178178212387 0.7880556211902847 
53.5 1.195787190798137e-06 3.860546803377975e-07 0.5851319635781032 0.7986351705030942 
54.5 1.237726010557702e-06 4.0755194114074905e-07 0.5711677078528224 0.8089712243419418 
55.5 1.2801874609965627e-06 4.2978942418495776e-07 0.5570294331995557 0.8190608083771632 
56.5 1.3231582350320012e-06 4.527758171374911e-07 0.5427215704417521 0.8289010298996817 
57.5 1.3666248854552081e-06 4.7651956034599557e-07 0.5282485970602679 0.8384890785497012 
58.5 1.410573829798147e-06 5.010288447546306e-07 0.5136150355728596 0.8478222270106321 
59.5 1.4549913552238025e-06 5.263116099243798e-07 0.4988254519058907 0.8568978316682633 
60.5 1.4998636234373156e-06 5.52375542157632e-07 0.483884453759085 0.8657133332352147 
61.5 1.5451766756155317e-06 5.792280727268603e-07 0.46879668896414745 0.8742662573407298 
62.5 1.590916437352518e-06 6.068763762071595e-07 0.45356684383806917 0.8825542150858859 
63.5 1.6370687236186296e-06 6.353273689123404e-07 0.4381996415319205 0.8905749035643237 
64.5 1.6836192437307335e-06 6.645877074342178e-07 0.4226998403759285 0.8983261063486162 
65.5 1.7305536063312355e-06 6.946637872846667e-07 0.40707223222162453 0.9058056939424203 
66.5 1.777857324373578e-06 7.255617416399638e-07 0.39132164078183573 0.9130116241985695 
67.5 1.8255158201119224e-06 7.572874401868732e-07 0.37545291996928454 0.91994194270329 
68.5 1.8735144300927541e-06 7.898464880698801e-07 0.35947095223454684 0.9265947831267369 
69.5 1.9218384101461955e-06 8.232442249389229e-07 0.3433806469041084 0.9329683675400691 
70.5 1.9704729403748423e-06 8.574857240969187e-07 0.3271869385192456 0.9390610066992945 
71.5 2.01940313013798e-06 8.92575791746333e-07 0.3108947851764435 0.9448711002961384 
72.5 2.0686140230290856e-06 9.285189663339889e-07 0.29450916687005163 0.9503971371762002 
73.5 2.118090601844546e-06 9.653195179932686e-07 0.27803508383786224 0.9556376955246823 
74.5 2.167817793541586e-06 1.0029814480828148e-06 0.26147755491028307 0.9605914430199872 
75.5 2.2177804741834244e-06 1.0415084888207935e-06 0.24484161586376177 0.9652571369554965 
76.5 2.267963473869735e-06 1.0809041030137417e-06 0.22813231777910362 0.9696336243298551 
77.5 2.3183515816505265e-06 1.1211714838789834e-06 0.21135472540530995 0.9737198419061012 
78.5 2.3689295504216082e-06 1.1623135549595582e-06 0.1945139155295488 0.9775148162399923 
79.5 2.419682101799844e-06 1.204332970130572e-06 0.17761497535385415 0.9810176636778908 
80.5 2.470593930976457e-06 1.2472321136958471e-06 0.16066300087913407 0.9842275903245825 
81.5 2.5216497115466888e-06 1.2910131005737135e-06 0.1436630952970526 0.987143891981414 
